snapshot,ES00,ITN1,ITCN,ITCS,ITS1,ITCA,ITSI,ITSA
2013-06-18 22:00:00,32502.03837207794,23625.367943687437,5871.480337371826,7876.796776771545,3427.6062211227418,1446.8573831939698,3050.5103873825074,1516.6958902740478
2013-06-18 23:00:00,30416.565814323425,22130.242680473326,5499.905262336731,7378.31569404602,3210.6910859680174,1355.2933950424194,2857.4596348953246,1420.7121669769288
2013-06-19 00:00:00,29149.10200286865,21327.93186706543,5300.511424674987,7110.821887817383,3094.290540962219,1306.158503112793,2753.8651705169677,1369.2056058502196
2013-06-19 01:00:00,28563.525877304077,21004.087523765564,5220.028221740722,7002.850888900756,3047.306680107117,1286.3257423782347,2712.05036365509,1348.4155292892456
2013-06-19 02:00:00,28296.420896606443,20943.034992866516,5204.855167198181,6982.495707817077,3038.4490808105465,1282.586782989502,2704.1672259902953,1344.4960924911497
2013-06-19 03:00:00,28752.297161178587,20876.009882698057,5188.197771492004,6960.149235572815,3028.7249712371827,1278.4820430755615,2695.5129484558106,1340.1932277297974
2013-06-19 04:00:00,30631.020270576475,22957.77106082916,5705.566207885742,7654.2171149826045,3330.750228805542,1405.972603340149,2964.310217132568,1473.8376472854613
2013-06-19 05:00:00,33587.151888389584,26663.398733062742,6626.505136489868,8889.688990592957,3868.3686137771606,1632.9115033721923,3442.7813323593136,1711.7306803131103
2013-06-19 06:00:00,36959.350682029726,30664.998952789305,7621.000402793884,10223.839280052185,4448.927208518981,1877.976248550415,3959.468401069641,1968.6244560623168
2013-06-19 07:00:00,38877.88268955231,32769.98670768738,8144.141206817627,10925.650953598022,4754.32220375061,2006.8892485046385,4231.264710884094,2103.759978790283
2013-06-19 08:00:00,40285.31976940155,33783.327210578915,8395.981073341369,11263.502928276062,4901.339257926941,2068.9479341888427,4362.107341308593,2168.814184150696
2013-06-19 09:00:00,40426.57725761413,34232.59477546692,8507.634989242553,11413.290690422058,4966.519714202881,2096.4618251037596,4420.116827850342,2197.6561375808715
2013-06-19 10:00:00,41012.1533631134,33363.92237148285,8291.748722801209,11123.671621932983,4840.491343002319,2043.2628656387328,4307.953754768371,2141.889330406189
2013-06-19 11:00:00,40974.9126738739,33427.629432220456,8307.581494560241,11144.911833572387,4849.734055747986,2047.1643841171265,4316.179597854614,2145.9791818618774
2013-06-19 12:00:00,39344.03215084076,34129.070770416256,8481.90679031372,11378.77532142639,4951.500289688111,2090.1218199539185,4406.749801483154,2191.010146522522
2013-06-19 13:00:00,38309.000839729306,34239.89448421478,8509.449183998107,11415.724411582947,4967.578801269531,2096.908860092163,4421.0593655776975,2198.1247829055787
2013-06-19 14:00:00,38153.617635803224,33967.1487241745,8441.66518383026,11324.789832000732,4928.008369293213,2080.205444602966,4385.842403068542,2180.615103225708
2013-06-19 15:00:00,38258.91862449646,32856.9203351593,8165.746336174011,10954.63502960205,4766.934644126892,2012.213216705322,4242.489565010071,2109.34092338562
2013-06-19 16:00:00,37603.99796962738,31521.062718772886,7833.75314037323,10509.254475975036,4573.1263359832765,1930.4030448150634,4070.003505516052,2023.5818487930296
2013-06-19 17:00:00,37619.40797538757,30601.955582199094,7605.332567863464,10202.82028842926,4439.780779151916,1874.1153723526,3951.32822681427,1964.5772132873535
2013-06-19 18:00:00,37552.631735229494,29692.802563819885,7379.385917358398,9899.704882698059,4307.879422836303,1818.4372839355467,3833.938311653137,1906.2116578292846
2013-06-19 19:00:00,38103.53554096222,29818.889465522763,7410.721567153931,9941.742805747985,4326.172271537781,1826.1590664291382,3850.218670196533,1914.3061233139038
2013-06-19 20:00:00,37629.68127243042,28335.70933074951,7042.115104217529,9447.244325408936,4110.990126838684,1735.3266192626952,3658.7102476119994,1819.0892860412596
2013-06-19 21:00:00,34442.40105304718,26165.023725585936,6502.646778144836,8723.528629684448,3796.063558692932,1602.3901539230346,3378.4310882186887,1679.7360958480833
2013-06-19 22:00:00,32435.262141952513,24274.38372966766,6032.776616897583,8093.181324996948,3521.766499557495,1486.604199256897,3134.3113889312745,1558.3612306594848
2013-06-19 23:00:00,30378.041105918885,22776.603976745606,5660.541804580688,7593.81532207489,3304.466220855713,1394.8776219177246,2940.9179109573365,1462.2071027374268
2013-06-20 00:00:00,29050.221812286374,21628.54964363098,5375.222280044555,7211.049092597961,3137.904654121399,1324.5688341903685,2792.6809663391114,1388.5045892715455
2013-06-20 01:00:00,28560.957588157653,21264.224695968627,5284.678683013915,7089.581726341247,3085.047818183899,1302.2569645690917,2745.639307365417,1365.1157543945312
2013-06-20 02:00:00,28399.15364631653,21140.792283973693,5254.00271030426,7048.428833847046,3067.1400227355957,1294.6977913284302,2729.7017044067384,1357.1916534042357
2013-06-20 03:00:00,28711.203993072508,21069.785524520874,5236.355753822327,7024.754800720215,3056.8382429885864,1290.3492077636718,2720.533283462524,1352.6331967544554
2013-06-20 04:00:00,30457.658982429504,22903.354488334655,5692.042391204834,7636.074394912719,3322.855352935791,1402.6400466918944,2957.2839282989503,1470.3442471313476
2013-06-20 05:00:00,33544.774610824585,26577.128805770873,6605.064933929443,8860.92614463806,3855.852436714172,1627.628197517395,3431.642137031555,1706.1923343658445
2013-06-20 06:00:00,36886.15359359741,30677.60772121429,7624.13400188446,10228.043032226562,4450.756512451172,1878.7484418487547,3961.0964499664306,1969.4339106369018
2013-06-20 07:00:00,39161.68165504455,32873.51072277069,8169.869435844421,10960.166312561034,4769.341638298035,2013.2292335891723,4244.631737251281,2110.405999946594
2013-06-20 08:00:00,40480.51196174621,33854.99768024444,8413.792916488646,11287.398161354064,4911.7373310852045,2073.3371600341798,4371.361431083679,2173.4152695465086
2013-06-20 09:00:00,40650.020700798035,34498.704516906735,8573.769771614074,11502.012798957825,5005.127332458496,2112.758837852478,4454.476971626282,2214.7398006820677
2013-06-20 10:00:00,41049.39380153656,33340.695854911806,8285.976365203856,11115.927827796935,4837.121595306397,2041.8404359817505,4304.954713630676,2140.3982272338867
2013-06-20 11:00:00,41168.8205260086,33234.51739025116,8259.588439025878,11080.527458343506,4821.717057342529,2035.3378817749024,4291.244951744079,2133.5818215179443
2013-06-20 12:00:00,39727.99542640686,33926.00456008911,8431.439862937927,11311.07215435028,4922.039130897522,2077.6857034683226,4380.529862060546,2177.9737562942505
2013-06-20 13:00:00,38813.674808769225,34004.97468833923,8451.065880775452,11337.40115875244,4933.496250991821,2082.5220144653317,4390.726539726257,2183.0434468841554
2013-06-20 14:00:00,38838.07383155823,33795.935928840634,8399.114642333983,11267.70679080963,4903.168551826477,2069.720117454529,4363.735390205383,2169.623618659973
2013-06-20 15:00:00,38945.943289985655,32574.220165977476,8095.488474197387,10860.381567878723,4725.9200818634035,1994.9001670074463,4205.987299156189,2091.192213821411
2013-06-20 16:00:00,38357.79885520935,31153.419882202146,7742.3849294281,10386.680798950194,4519.7881032180785,1907.8879738235473,4022.5333819961547,1999.9800106430052
2013-06-20 17:00:00,38246.07698814392,30156.00602661133,7494.503235778809,10054.13891731262,4375.081679573059,1846.804652709961,3893.7472148513793,1935.9482631301878
2013-06-20 18:00:00,37948.152457427976,29327.150597038268,7288.512436637878,9777.795016212463,4254.829980010986,1796.044169883728,3786.725264854431,1882.7375855255127
2013-06-20 19:00:00,37968.69881072998,29349.049863739012,7293.954960708618,9785.096350250244,4258.007201080322,1797.3853049468994,3789.5528880691527,1884.1434613037109
2013-06-20 20:00:00,37882.66033676147,27891.08701499939,6931.615615692139,9299.005374259948,4046.48362411499,1708.097204246521,3601.3005933761597,1790.5455131149292
2013-06-20 21:00:00,34931.66533737182,25880.996336631775,6432.059042510986,8628.832677764893,3754.856429672241,1584.9958497619627,3341.7574044418334,1661.5021889877319
