Zeitpunkt,demand,pv,wind,biomass,hydro_large,hydro_small
1930-09-01 18:00:00+01:00,0.187850487,0.0,0.017931971,0.0624,0.093645204,0.000149787
1930-09-01 19:00:00+01:00,0.183057968,0.0,0.016860399,0.0624,0.093645204,0.000149787
1930-09-01 20:00:00+01:00,0.173445318,0.0,0.015741062,0.0624,0.093645204,0.000149787
1930-09-01 21:00:00+01:00,0.164564667,0.0,0.014217025,0.0624,0.093645204,0.000149787
1930-09-01 22:00:00+01:00,0.156914674,0.0,0.011764174,0.0624,0.093645204,0.000149787
1930-09-01 23:00:00+01:00,0.14865399,0.0,0.010240061,0.0624,0.093645204,0.000149787
1930-10-01 00:00:00+01:00,0.164722459,0.0,0.007356785,0.0624,0.094706941,0.000127319
1930-10-01 01:00:00+01:00,0.158084684,0.0,0.005882356,0.0624,0.094706941,0.000127319
1930-10-01 02:00:00+01:00,0.160091533,0.0,0.005122104,0.0624,0.098741541,0.000127319
1930-10-01 03:00:00+01:00,0.159828328,0.0,0.004430965,0.0624,0.098741541,0.000127319
1930-10-01 04:00:00+01:00,0.161075597,0.0,0.00426202,0.0624,0.098741541,0.000127319
1930-10-01 05:00:00+01:00,0.175638262,0.0,0.004384889,0.0624,0.098741541,0.000127319
1930-10-01 06:00:00+01:00,0.193406435,0.000492362,0.00426202,0.0624,0.098741541,0.000127319
1930-10-01 07:00:00+01:00,0.200256964,0.003094846,0.004169869,0.0624,0.098741541,0.000127319
1930-10-01 08:00:00+01:00,0.188983598,0.011887016,0.003831979,0.0624,0.098741541,0.000127319
1930-10-01 09:00:00+01:00,0.178391225,0.021312282,0.003240671,0.0624,0.098741541,0.000127319
1930-10-01 10:00:00+01:00,0.171932434,0.026376574,0.002718478,0.0624,0.098741541,0.000127319
1930-10-01 11:00:00+01:00,0.166802516,0.03235528,0.002572571,0.0624,0.098741541,0.000127319
1930-10-01 12:00:00+01:00,0.170179123,0.033621308,0.002856706,0.0624,0.098741541,0.000127319
1930-10-01 13:00:00+01:00,0.171640255,0.026517274,0.003263709,0.0624,0.098741541,0.000127319
1930-10-01 14:00:00+01:00,0.175945162,0.015755586,0.00359392,0.0624,0.098741541,0.000127319
1930-10-01 15:00:00+01:00,0.177539025,0.002954173,0.003716789,0.0624,0.098741541,0.000127319
1930-10-01 16:00:00+01:00,0.187660191,0.0,0.004761176,0.0624,0.098741541,0.000127319
1930-10-01 17:00:00+01:00,0.205402948,0.0,0.005552145,0.0624,0.098741541,0.000127319
1930-10-01 18:00:00+01:00,0.214333804,0.0,0.005790204,0.0624,0.098741541,0.000127319
1930-10-01 19:00:00+01:00,0.212970696,0.0,0.00549839,0.0624,0.098741541,0.000127319
1930-10-01 20:00:00+01:00,0.203768577,0.0,0.004569193,0.0624,0.098741541,0.000127319
1930-10-01 21:00:00+01:00,0.196243619,0.0,0.00347873,0.0624,0.098741541,0.000127319
1930-10-01 22:00:00+01:00,0.186128028,0.0,0.002549533,0.0624,0.098741541,0.000127319
1930-10-01 23:00:00+01:00,0.177100719,0.0,0.001996622,0.0624,0.098741541,0.000127319
1930-11-01 00:00:00+01:00,0.16890135,0.0,0.016955622,0.0624,0.090035298,0.00011234
1930-11-01 01:00:00+01:00,0.162225371,0.0,0.01621741,0.0624,0.090035298,0.00011234
1930-11-01 02:00:00+01:00,0.161596127,0.0,0.016979428,0.0624,0.091840251,0.00011234
1930-11-01 03:00:00+01:00,0.157283546,0.0,0.016479351,0.0624,0.091840251,0.00011234
1930-11-01 04:00:00+01:00,0.153959323,0.0,0.015550615,0.0624,0.091840251,0.00011234
1930-11-01 05:00:00+01:00,0.158069327,0.0,0.015431508,0.0624,0.091840251,0.00011234
1930-11-01 06:00:00+01:00,0.167210952,7.03e-05,0.015145761,0.0624,0.091840251,0.00011234
1930-11-01 07:00:00+01:00,0.182628566,0.00963627,0.012669105,0.0624,0.091840251,0.00011234
1930-11-01 08:00:00+01:00,0.185547466,0.022297001,0.011930816,0.0624,0.091840251,0.00011234
1930-11-01 09:00:00+01:00,0.184466297,0.032917899,0.0132406,0.0624,0.091840251,0.00011234
1930-11-01 10:00:00+01:00,0.18747429,0.036364459,0.013383512,0.0624,0.091840251,0.00011234
1930-11-01 11:00:00+01:00,0.186870962,0.030245143,0.013002464,0.0624,0.091840251,0.00011234
1930-11-01 12:00:00+01:00,0.188205152,0.023070714,0.01200231,0.0624,0.091840251,0.00011234
1930-11-01 13:00:00+01:00,0.188848151,0.014278553,0.009192218,0.0624,0.091840251,0.00011234
1930-11-01 14:00:00+01:00,0.196311104,0.005486319,0.007195519,0.0624,0.091840251,0.00011234
1930-11-01 15:00:00+01:00,0.194311197,0.0,0.007195519,0.0624,0.091840251,0.00011234
1930-11-01 16:00:00+01:00,0.199900247,0.0,0.00628936,0.0624,0.091840251,0.00011234
1930-11-01 17:00:00+01:00,0.214808948,0.0,0.004784214,0.0624,0.091840251,0.00011234
1930-11-01 18:00:00+01:00,0.217385193,0.0,0.003524806,0.0624,0.091840251,0.00011234
1930-11-01 19:00:00+01:00,0.206977518,0.0,0.002687761,0.0624,0.091840251,0.00011234
1930-11-01 20:00:00+01:00,0.193121965,0.0,0.002188605,0.0624,0.091840251,0.00011234
1930-11-01 21:00:00+01:00,0.184580323,0.0,0.001812319,0.0624,0.091840251,0.00011234
1930-11-01 22:00:00+01:00,0.177080873,0.0,0.001313163,0.0624,0.091840251,0.00011234
1930-11-01 23:00:00+01:00,0.169860424,0.0,0.000714176,0.0624,0.091840251,0.00011234
1930-12-01 00:00:00+01:00,0.155760969,0.0,0.005736449,0.0624,0.104581095,0.000104851
1930-12-01 01:00:00+01:00,0.147361038,0.0,0.005191218,0.0624,0.104581095,0.000104851
1930-12-01 02:00:00+01:00,0.145956434,0.0,0.004861007,0.0624,0.103094663,0.000104851
