id,name,active,length,i_max,v_ref,r,x,c,comm,decomm,scenario,from_node,to_node,s_max,type,references,from_cc,to_cc,wkt
14016.0,188/1,1,14.51,480.0,110.0,0.1643,0.4033,0.0,2024-01-01,2100/01/01,AUT,14005.0,14110.0,91.45228263963672,,,,,"LINESTRING (408682.47916863114 505451.44663816295, 408694.8649282192 505473.5889572218, 408704.8990452543 505712.11130433826, 408715.6254350948 505967.1224723372, 408725.48633620195 506201.531542007, 408928.9565184576 506276.69011470396, 409154.91165896005 506360.16223057586, 409411.9893758682 506455.1439596502, 409677.4761900909 506553.24173189304, 409932.79260522325 506647.59915333876, 410086.8049768533 506814.2483091529, 410245.5023435703 506985.9684340026, 410431.9017037504 507187.671025724, 410588.6892993024 507357.3518872588, 410575.2857423454 507583.3077245318, 410561.4027398076 507817.4678775432, 410547.99363246607 508043.5576173759, 410533.22100148135 508292.74798196554, 410516.8188889865 508569.28558995074, 410498.4747679028 508878.7400329684, 410484.2247988432 509119.0046946053, 410468.2919786809 509387.7394974765, 410476.20930325816 509648.94571357383, 410484.3700150619 509918.31319751346, 410491.8947049009 510166.73374379845, 410499.91418379283 510431.54325283365, 410506.36985377717 510644.62969395216, 410513.98323061795 510896.0530475632, 410522.530931589 511178.3195457594, 410531.03613381676 511459.0631643999, 410537.76144752034 511681.1232750193, 410545.3510816008 511931.80285101646, 410554.05618433113 512219.22969804535, 410561.6374615974 512469.6096809892, 410569.3019516863 512722.6250684935, 410577.85772366903 513005.4164523622, 410586.4619664325 513289.50909797294, 410594.9952896564 513571.4673136545, 410603.53510946635 513853.4259024993, 410612.01096112665 514133.5057802584, 410619.5172234868 514381.5641198212, 410628.3191558005 514672.3520107084, 410414.1596799708 514859.62107709225, 410203.0757612481 515044.20188395306, 410001.25604997843 515220.70116254676, 409815.8933915953 515382.8147733705, 409651.50999805675 515526.5904245539, 409481.02786698606 515675.708905966, 409332.0092798925 515806.0655752764, 409183.72079787747 515955.53946269397, 409019.3583795578 516121.2364000507, 408875.3152525491 516266.44441689894, 408723.9750368594 516419.0278587485, 408537.73487120296 516606.79857359675, 408352.0021607711 516794.07587034674, 408166.94682471815 516980.68204169127, 407961.45350131544 517187.0239810475, 407869.63960683363 517187.36854836147, 407530.3144703568 517156.422124721, 407451.14865414606 517189.5613035999)"
28066.0,421,1,2.51,2400.0,220.0,0.0199,0.3028,0.0,2024-01-01,2100/01/01,AUT,28015.0,20004.0,914.5228263963671,,,,,"LINESTRING (117346.09447354975 386069.8891103887, 117250.37192119198 386021.36401292175, 117202.2360430148 385820.1523485826, 116918.86941275652 385656.24504979886, 116612.27930812485 385481.0111989945, 116304.92363039684 385306.3080119378, 116033.93826071534 385115.960392375, 115761.63315309555 385123.3940819746, 115526.75962356525 385129.82491976465, 115216.7859921951 385227.49946993974)"
14094.0,156/1,1,18.39,382.0,110.0,0.2231,0.405,0.0,2024-01-01,2100/01/01,AUT,14121.0,14007.0,72.78077493404422,,,,,"LINESTRING (430995.33718316915 510165.4466283631, 431057.2122971728 510247.5401198891, 431222.4746436649 510340.37481659197, 431413.839681592 510387.03803059633, 431571.05667579576 510424.80484096584, 431760.5321903698 510930.8459074787, 429997.8516790727 513281.28147139883, 429505.5856017132 513691.31524272787, 429308.00506303314 513849.7025663757, 429127.8193686414 514002.4583213205, 428953.8269553039 514148.84665345156, 428779.12789282936 514296.559868786, 428617.9295510178 514430.8809692336, 428425.0620763152 514591.6014868864, 428273.50443929434 514717.9078348216, 428049.91722974187 514904.2521834998, 427937.44951170206 515126.0958808552, 427845.3583363821 515299.5086603716, 427712.2654856599 515562.339988485, 427609.07941568847 515766.1122582401, 427477.5285253673 516025.9104111783, 427362.3016680857 516253.50135333947, 427245.7171690746 516490.7279886062, 427139.8978951038 516699.522480834, 427009.41886882053 516956.9913035227, 426905.00983249577 517163.01747393934, 426807.0962696552 517356.2562938184, 426689.54022964084 517588.25394968607, 426587.69383551093 517789.25044064585, 426480.21357029065 517997.24995186855, 426390.73938232975 518177.9935126773, 426291.63920105505 518373.6046692189, 426198.87479580386 518556.71588471724, 426112.6162358658 518726.98292219976, 425979.8393287315 518989.10312198754, 425881.0648319608 519184.1119117711, 425761.90121124615 519419.369562976, 425635.6427249078 519462.74964173156, 425405.37344088376 519541.85496417194, 425167.67707471095 519623.5278748482, 424999.5912301321 519681.2945112271, 424804.5400496727 519748.24563576275, 424570.3553327881 519828.82426429505, 424310.4069836043 519918.1880074684, 424036.5254274112 520012.3534063762, 423763.99835367996 520106.07297555933, 423525.7349681518 520188.0204030301, 423316.9385957494 520256.7960067499, 423271.60383774666 520271.7288588644, 422909.91310146276 520432.3517164843, 422699.1497355318 520527.1086558321, 422518.6338095474 520605.880010601, 422332.10341359687 520686.59075916116, 422092.93783093366 520792.8017602557, 421877.70215905766 520887.4607474765, 421635.43416792946 520991.4665984751, 421395.38985589985 521100.9389658712, 421121.04491982306 521223.69430807955, 420931.19058054604 521308.6636688367, 420767.51880844176 521385.29396929115, 420591.7040423334 521463.90945307165, 420402.5538790369 521550.31091179687, 420180.7507989139 521651.62620216643, 420025.20193009696 521726.84945599164, 419786.42722478136 521832.53561636887, 419594.9953159614 521921.5950518598)"
28067.0,405B,1,2.48,2400.0,220.0,0.0242,0.3226,0.0,2024-01-01,2100/01/01,AUT,28015.0,20004.0,914.5228263963671,,,,,"LINESTRING (117365.99419323768 386029.3509476003, 117272.04238177597 385981.77489204815, 117202.2360430148 385820.1523485826, 116918.86941275652 385656.24504979886, 116612.27930812485 385481.0111989945, 116304.92363039684 385306.3080119378, 116033.93826071534 385115.960392375, 115526.75962356525 385129.82491976465, 115216.7859921951 385227.49946993974)"
11004.0,140/3,1,18.18,960.0,110.0,0.0168,0.1059,0.0,2024-01-01,2100/01/01,AUT,11001.0,11006.0,182.90456527927344,,,,,"LINESTRING (673363.3977604788 455257.6462584303, 673178.9839584383 455344.38281209394, 672841.1231392475 454808.3429606614, 673341.8251092088 454512.58141611144, 673355.0624052556 454490.3372856314, 673362.647072253 454468.55024309794, 673371.3650047227 454445.726065791, 673382.7282636084 454424.85145972593, 673402.8088147191 454400.38151113776, 673420.8956374715 454383.62940369896, 673463.0111715877 454351.3177844585, 673471.438373867 454334.83400556067, 673471.031815517 454324.0987934814, 673469.0756586327 454307.68216560525, 673443.806306911 454167.8172179492, 673444.2165999128 454155.1397557867, 673451.4008937984 454145.67465673236, 673464.4676893556 454123.42270992, 673467.1726290649 454073.63095396943, 673466.5551615622 454040.38545653503, 673462.0755409136 453988.63056066004, 673450.2680304219 453933.9821899274, 673436.1430846418 453882.1938606797, 673281.8152969233 453316.3595978884, 673271.0571705122 453297.8150932224, 673184.5250623932 452950.4632856507, 673195.9165125696 452936.6557299197, 673180.6295670448 452882.3898199867, 673153.4423528761 452825.54992447194, 673103.3637627624 452740.4149417185, 673075.1355653433 452694.06445836386, 673063.7797947403 452664.48705981625, 673042.5826379478 452642.79260370607, 672922.734723272 452445.7947277583, 672866.2460621065 452342.0224893197, 672862.756313411 452319.33609400806, 672858.3027654323 452305.6957068864, 672793.0088124671 452172.089034456, 672764.017059411 452106.99893914064, 672722.0993599603 452002.9894214796, 672701.8763374528 451956.649956213, 672653.6563982132 451847.07060276397, 672637.4255509515 451804.9137114187, 672618.6701744111 451752.55890646117, 672598.4576765934 451696.13661183696, 672568.6175629586 451609.2999260586, 672532.4722520311 451504.1147030472, 672513.0763453621 451489.3394280773, 672506.7671645952 451481.0871074918, 672451.9009045316 451343.94657234196, 672451.4580982394 451325.95473726885, 672456.2618543755 451311.28027764126, 672491.3030918895 451300.0832296297, 672553.7565277381 451270.14324573055, 672609.4441592118 451241.6889558513, 672628.3801646424 451234.3991402195, 672669.5354480306 451207.2661258384, 672684.5095129379 451206.43363676703, 672760.8590521906 451220.80195784237, 672783.0871621995 451224.6724796775, 672795.1827498442 451219.3319094323, 672835.8785178973 451191.96702184505, 673127.4642534945 450989.4416301661, 673330.7455110057 450851.8426412982, 673352.9337144219 450834.6487619415, 673377.0529608193 450803.9367401737, 673379.7811575386 450784.2913232455, 673373.1259254342 450772.4275366726, 673361.3873477386 450759.02254757285, 673356.2295476368 450748.2530127566, 673358.4146841144 450740.1436592233, 673391.6756520953 450679.29432753666, 673459.1080149357 450549.4268309787, 673499.0604789574 450461.4189418523, 673524.9080204517 450371.968066341, 673531.3684696937 450344.2751498462, 673530.7159048822 450325.23838550306, 673523.1586714146 450310.75035820215, 673525.4809640349 450288.77133814397, 673449.6165299835 450209.1749675451, 673391.2079459813 450148.3835837555, 673343.9855090966 450083.32327600644, 673277.036475231 449996.25953867484, 673239.2411153276 449924.3663103737, 673485.198555104 449707.44717740937, 673685.9986932896 449529.0814566814, 673843.2420928606 449393.72453332215, 673986.3270655816 449264.9589990879, 674040.1637022896 449212.995211314, 674813.0589947905 448528.09786391456, 674984.5779896337 446354.67523377953, 675069.0657031932 446279.88949711237, 676072.3371704983 445641.80153759406, 678200.4788353969 444251.3528732833, 677859.0245276147 443688.1468610897, 677079.2568407413 443009.8338411169, 677702.9652159759 441886.4480970083, 677662.8249444216 441826.87885911064)"
11005.0,140/4,1,18.2,960.0,110.0,0.0168,0.1059,0.0,2024-01-01,2100/01/01,AUT,11001.0,11006.0,182.90456527927344,,,,,"LINESTRING (677686.2983750633 441801.31514534826, 677702.9652159759 441886.4480970083, 677079.2568407413 443009.8338411169, 677859.0245276147 443688.1468610897, 678200.4788353969 444251.3528732833, 677208.4713423682 444904.46407156304, 676072.3371704983 445641.80153759406, 675069.0657031932 446279.88949711237, 674984.5779896337 446354.67523377953, 674813.0589947905 448528.09786391456, 674573.6696179474 448740.2315782563, 674040.1637022896 449212.995211314, 673843.2420928606 449393.72453332215, 673685.9986932896 449529.0814566814, 673485.198555104 449707.44717740937, 673239.2411153276 449924.3663103737, 673277.036475231 449996.25953867484, 673343.9855090966 450083.32327600644, 673391.2079459813 450148.3835837555, 673449.6165299835 450209.1749675451, 673525.4809640349 450288.77133814397, 673523.1586714146 450310.75035820215, 673530.7159048822 450325.23838550306, 673531.3684696937 450344.2751498462, 673524.9080204517 450371.968066341, 673499.0604789574 450461.4189418523, 673459.1080149357 450549.4268309787, 673391.6756520953 450679.29432753666, 673358.4146841144 450740.1436592233, 673356.2295476368 450748.2530127566, 673361.3873477386 450759.02254757285, 673373.1259254342 450772.4275366726, 673379.7811575386 450784.2913232455, 673378.9163073355 450791.69501263805, 673377.0529608193 450803.9367401737, 673364.4174937832 450820.5564418699, 673352.9337144219 450834.6487619415, 673330.7455110057 450851.8426412982, 673127.4642534945 450989.4416301661, 672942.406786528 451117.6219184543, 672835.8785178973 451191.96702184505, 672795.1827498442 451219.3319094323, 672783.0871621995 451224.6724796775, 672760.8590521906 451220.80195784237, 672684.5095129379 451206.43363676703, 672669.5354480306 451207.2661258384, 672628.3801646424 451234.3991402195, 672609.4441592118 451241.6889558513, 672553.7565277381 451270.14324573055, 672491.3030918895 451300.0832296297, 672456.2618543755 451311.28027764126, 672451.4580982394 451325.95473726885, 672451.9009045316 451343.94657234196, 672506.7671645952 451481.0871074918, 672513.0763453621 451489.3394280773, 672532.4722520311 451504.1147030472, 672568.6175629586 451609.2999260586, 672598.4576765934 451696.13661183696, 672618.6701744111 451752.55890646117, 672637.4255509515 451804.9137114187, 672653.6563982132 451847.07060276397, 672701.8763374528 451956.649956213, 672764.017059411 452106.99893914064, 672793.0088124671 452172.089034456, 672858.3027654323 452305.6957068864, 672862.756313411 452319.33609400806, 672866.2460621065 452342.0224893197, 672922.734723272 452445.7947277583, 673042.5826379478 452642.79260370607, 673055.8377559334 452655.211364822, 673063.7797947403 452664.48705981625, 673075.1355653433 452694.06445836386, 673103.3637627624 452740.4149417185, 673153.4423528761 452825.54992447194, 673180.6295670448 452882.3898199867, 673195.9165125696 452936.6557299197, 673184.5250623932 452950.4632856507, 673271.0571705122 453297.8150932224, 673281.8152969233 453316.3595978884, 673436.1430846418 453882.1938606797, 673450.2680304219 453933.9821899274, 673462.0755409136 453988.63056066004, 673466.5551615622 454040.38545653503, 673467.1726290649 454073.63095396943, 673464.4676893556 454123.42270992, 673451.4008937984 454145.67465673236, 673444.2165999128 454155.1397557867, 673443.806306911 454167.8172179492, 673469.0756586327 454307.68216560525, 673471.031815517 454324.0987934814, 673469.0545705158 454342.88947886106, 673463.0111715877 454351.3177844585, 673420.8956374715 454383.62940369896, 673402.8088147191 454400.38151113776, 673382.7282636084 454424.85145972593, 673371.3650047227 454445.726065791, 673362.647072253 454468.55024309794, 673355.0624052556 454490.3372856314, 673341.8251092088 454512.58141611144, 673323.2697537881 454523.89245437365, 673256.6576151528 454562.8744091534, 672841.1231392475 454808.3429606614, 673178.9839584383 455344.38281209394, 673363.3977604788 455257.6462584303)"
15033.0,185/1B,1,9.69,600.0,110.0,0.1219,0.4005,0.0,2024-01-01,2100/01/01,AUT,15022.0,15040.0,114.31535329954589,,,,,"LINESTRING (377778.1239109053 427988.90967818367, 377706.8461526697 427900.2987909997, 377445.038947383 427948.5463856782, 377285.60323853535 427980.84272494004, 377215.66404242977 427995.01006562833, 376975.3053787538 428041.8935087127, 376746.6968969212 428267.0462598514, 376520.10626678506 428486.4201349942, 376302.33673786983 428703.32139168354, 376050.0486533746 428949.3083625148, 375863.3222370404 429129.5718501876, 375642.34107362514 429351.7580612113, 375416.2174917188 429571.38498105784, 375194.6016288472 429789.72321964335, 374963.1225769502 430017.6051934082, 374744.39036929625 430234.7590908044, 374532.98267570423 430440.65166149137, 374328.6250088581 430666.61672403064, 374143.48697993427 430871.1063172783, 373960.4877937829 431073.51376331534, 373669.59424211574 431065.4544955377, 373376.2294448573 431058.5321964528, 373326.2249863634 431057.3522804557, 373048.9947491135 431047.62687537004, 372794.620854676 431040.85229290085, 372536.4387615278 431033.7623943785, 372305.5227606258 431222.24557330605, 372087.25184996356 431398.1945520418, 371800.9623118153 431275.0093017076, 371498.0681615492 431138.6598097237, 371235.7649548091 431021.3637462255, 370986.7208513655 430941.4818410633, 370720.6298308808 430852.2825612527, 370452.8042621727 430759.5696957752, 370186.4840315126 430708.9987725165, 369966.34256700147 430661.0894051448, 369773.2343338535 430628.1076757132, 369671.76418883086 430611.62281342025)"
15036.0,185/1C,1,12.02,600.0,110.0,0.1219,0.4005,0.0,2024-01-01,2100/01/01,AUT,15040.0,15023.0,114.31535329954589,,,,,"LINESTRING (369671.76418883086 430611.62281342025, 369773.2343338535 430628.1076757132, 369966.34256700147 430661.0894051448, 370186.4840315126 430708.9987725165, 370452.8042621727 430759.5696957752, 370720.6298308808 430852.2825612527, 370986.7208513655 430941.4818410633, 371235.7649548091 431021.3637462255, 371498.0681615492 431138.6598097237, 371800.9623118153 431275.0093017076, 372087.25184996356 431398.1945520418, 372072.7428749128 431670.8854812004, 372058.54688081844 431938.2954204765, 372043.04001223604 432236.30079894955, 372029.0663329306 432491.79465873004, 372016.937255923 432719.66970762104, 372005.57774397865 432937.6931377028, 372343.9113379443 433002.16168790613, 372679.3793247455 433065.6964477337, 373013.68603424286 433129.14480776445, 373117.91598096926 433389.1080258605, 373226.79912241973 433661.30051969056, 373330.4401398584 433921.05933516717, 373437.01576334547 434185.8973353958, 373405.9053576066 434423.2167249733, 373369.0361897819 434705.11275872204, 373529.5715027661 435015.8539505306, 373678.20004066895 435301.8005310824, 373832.2374801887 435600.0198866233, 373985.48194805573 435893.5453101502, 374133.51308097487 436179.7289379855, 374290.50698032696 436483.2495439599, 374446.1936392125 436782.5898987142, 374537.3447322239 436959.0516798556, 374756.2157248282 437080.7441446995, 375011.24961020757 437111.3760386074, 375268.45162663155 437142.12093872565, 375510.32576212886 437171.70864995057, 375853.1530499448 437107.29133911716, 376127.2005781184 437055.85076776834, 376398.26617745915 437004.31310807687, 376660.7555940592 437034.83109944675, 376999.685210814 437074.2690967088, 377173.454973532 437130.61975939304)"
17021.0,157,1,13.42,475.0,110.0,0.1666,0.4034,0.0,2024-01-01,2100/01/01,AUT,17086.0,17091.0,90.49965469547384,,,,,"LINESTRING (314488.4603620735 413143.70194865327, 314847.77608918946 416916.6775885602, 314580.93376056827 418044.2903837101, 314657.1148163291 418536.40501253825, 314449.9685296818 418762.0549674233, 314354.88409494783 419031.2249865185, 314256.8284561366 419305.5317205789, 314141.49305254035 419494.5697542255, 313965.7849576521 419738.459846274, 313803.6230663516 419963.25766800495, 313675.54759312014 420140.82273292297, 313511.58419432264 420368.1570222654, 313359.76223075343 420578.67469327606, 313200.6627975035 420799.28734782594, 313043.6565651152 421017.0053920472, 312892.9494150793 421226.0075487798, 312753.96641212056 421418.7641656505, 312656.05642902345 421554.54894325836, 312588.4347242806 421844.4478945231, 312525.60534227977 422108.7089657438, 312460.8831798296 422380.93628897454, 312399.30065966677 422639.97811524884, 312333.9836961758 422914.7285195197, 312270.71934830036 423180.8673394183, 312094.7863839816 423373.87701973214, 311962.7744547347 423517.8607489819, 311793.4517845775 423701.6201864856, 311657.60778833297 423849.19311462226, 311444.03828275006 423977.31077623577, 311315.3541127439 424099.4604323042, 311111.38161347574 424295.7414548816, 310933.02858263406 424470.0607700198, 310743.3044262391 424651.61917225807, 310548.81650055206 424837.75937150384, 310360.7257289046 425015.23888065934)"
17016.0,176/5,1,13.82,470.0,110.0,0.169,0.4035,0.0,2024-01-01,2100/01/01,AUT,17049.0,17050.0,89.54702675131095,,,,,"LINESTRING (310923.3714716471 409533.8527835695, 310908.2230711575 409547.28920729144, 310856.3507928295 409699.5597958043, 310779.7426083088 409763.0699550362, 310949.357266028 410010.9576815265, 311117.5961134755 410256.8481460544, 311286.5207950659 410503.7555573032, 311454.9005391954 410749.8756966441, 311606.9709012575 410972.17130483204, 311771.3715845595 411212.51386270556, 311937.611617815 411455.545387702, 312056.76529450377 411523.89644843526, 312250.7877777431 411635.19530394085, 312423.41631955875 411734.2391755538, 312559.37785962166 411986.8806578555, 312741.75768688234 412090.5115434141, 313034.1186794438 412256.63117735926, 313130.9495708293 412311.66488948755, 313252.8744300625 412380.954598773, 313614.6636928937 412364.48178909963, 314001.36963897885 412423.481023698, 314165.98364140576 412448.5993950183, 314461.90482712776 412493.77575864573, 314719.6452745283 412533.13468030293, 314911.0557416006 412761.69670812524, 315085.8337053883 412979.05828359997, 315238.9448286455 413172.75270058436, 315393.949860004 413371.78131045087, 315532.9095889352 413643.0989728447, 315493.32906290976 413868.15583970444, 315460.218063228 414044.7878749597, 315419.01004469895 414222.6049687313, 315377.6984351396 414435.49416470376, 315340.06116605725 414619.72947596514, 315330.3099175764 414671.4558605444, 315296.1888950806 414852.45392815827, 315252.7838998876 415063.8631234542, 315203.402747342 415308.37372341816, 315149.47920191305 415586.8098417239, 315118.3438748078 415755.2457767163, 315067.8788983036 415992.6041419723, 315297.8701367482 416264.9674828502, 315469.6496231521 416349.0722143831, 315566.8337899158 416414.00000586914, 315762.70450316503 416458.7027833272, 315973.99459213146 416503.9230012885, 316130.6419182692 416634.3627224827, 316288.3604540893 416675.8204574954, 316490.7985981193 416731.64656656206, 316628.6074781795 416814.1385928179, 316754.9522778656 416892.09591008234, 316944.9292799314 417007.7520681515, 317154.9830739356 416952.9904537341, 317342.41246647836 416982.59303961886, 317515.1473400882 416940.6911425682, 317638.7860873475 416910.82742911606, 317759.272955941 416879.4991758132, 317927.6419900046 416767.3420307748, 318152.5056989297 416752.76886819635, 318333.31769430137 416741.712797218, 318466.6912995784 416758.40499983, 318696.9184085415 416710.4305069075, 318924.04765363736 416778.9342814916, 319108.3584609751 416776.4014372768, 319270.13190647494 416747.19825751905)"
17018.0,176/6,1,9.56,470.0,110.0,0.169,0.4035,0.0,2024-01-01,2100/01/01,AUT,17049.0,17051.0,89.54702675131095,,,,,"LINESTRING (315016.2414533864 416321.17430936714, 315013.3436771096 416223.08630717755, 315067.8788983036 415992.6041419723, 315118.3438748078 415755.2457767163, 315149.47920191305 415586.8098417239, 315203.402747342 415308.37372341816, 315252.7838998876 415063.8631234542, 315296.1888950806 414852.45392815827, 315330.3099175764 414671.4558605444, 315377.6984351396 414435.49416470376, 315419.01004469895 414222.6049687313, 315460.218063228 414044.7878749597, 315493.32906290976 413868.15583970444, 315532.9095889352 413643.0989728447, 315393.949860004 413371.78131045087, 315238.9448286455 413172.75270058436, 315085.8337053883 412979.05828359997, 314911.0557416006 412761.69670812524, 314719.6452745283 412533.13468030293, 314461.90482712776 412493.77575864573, 314165.98364140576 412448.5993950183, 313917.57079389854 412410.694198301, 313614.6636928937 412364.48178909963, 313252.8744300625 412380.954598773, 313130.9495708293 412311.66488948755, 313034.1186794438 412256.63117735926, 312908.2609669491 412185.1149498978, 312741.75768688234 412090.5115434141, 312559.37785962166 411986.8806578555, 312423.41631955875 411734.2391755538, 312250.7877777431 411635.19530394085, 312056.76529450377 411523.89644843526, 311937.611617815 411455.545387702, 311771.3715845595 411212.51386270556, 311606.9709012575 410972.17130483204, 311454.9005391954 410749.8756966441, 311286.5207950659 410503.7555573032, 311117.5961134755 410256.8481460544, 310949.357266028 410010.9576815265, 310779.7426083088 409763.0699550362, 310856.3507928295 409699.5597958043, 310913.8259042153 409553.6183335233, 310929.12993895647 409540.0781536336)"
17019.0,159,1,3.25,547.0,110.0,0.1379,0.4019,0.0,2024-01-01,2100/01/01,AUT,17051.0,17086.0,104.21749709141935,,,,,"LINESTRING (314993.93599858397 416354.5687837026, 314964.0292342964 416164.5959528507, 314488.4603620735 413143.70194865327)"
17020.0,158,1,10.17,475.0,110.0,0.1666,0.4034,0.0,2024-01-01,2100/01/01,AUT,17051.0,17092.0,90.49965469547384,,,,,"LINESTRING (314968.75594134576 416388.57411265094, 314954.7211775128 416459.8982142965, 314902.30632495706 416686.28237113403, 314847.77608918946 416916.6775885602, 314791.36201439897 417155.0711287209, 314739.40836063237 417374.60313214303, 314691.70949399757 417576.1768397591, 314625.7112501842 417855.0524811712, 314580.93376056827 418044.2903837101, 314619.2327034816 418291.6561477957, 314657.1148163291 418536.40501253825, 314449.9685296818 418762.0549674233, 314354.88409494783 419031.2249865185, 314256.8284561366 419305.5317205789, 314141.49305254035 419494.5697542255, 313965.7849576521 419738.459846274, 313803.6230663516 419963.25766800495, 313675.54759312014 420140.82273292297, 313511.58419432264 420368.1570222654, 313359.76223075343 420578.67469327606, 313200.6627975035 420799.28734782594, 313043.6565651152 421017.0053920472, 312892.9494150793 421226.0075487798, 312753.96641212056 421418.7641656505, 312656.05642902345 421554.54894325836, 312588.4347242806 421844.4478945231, 312525.60534227977 422108.7089657438, 312460.8831798296 422380.93628897454, 312399.30065966677 422639.97811524884, 312333.9836961758 422914.7285195197, 312270.71934830036 423180.8673394183, 312094.7863839816 423373.87701973214, 311962.7744547347 423517.8607489819, 311793.4517845775 423701.6201864856, 311657.60778833297 423849.19311462226, 311444.03828275006 423977.31077623577, 311315.3541127439 424099.4604323042, 311111.38161347574 424295.7414548816, 310933.02858263406 424470.0607700198, 310743.3044262391 424651.61917225807, 310548.81650055206 424837.75937150384, 310361.73659324757 425016.2896475421)"
17090.0,173/3,1,11.68,180.0,110.0,0.3504,0.4071,0.0,2024-01-01,2100/01/01,AUT,17011.0,17094.0,34.29460598986377,,,,,"LINESTRING (205424.27665292268 402598.34275805124, 205438.56499581356 402679.53559512366, 205427.64494973866 402796.99785737577, 205415.76327744042 402950.7338401079, 205271.38773858428 403151.49893049506, 205109.7844550997 403374.3053269342, 204932.4312145873 403622.8973510178, 204819.54197240496 403779.9094630594, 204686.51198317157 403964.9317716788, 204532.23741461936 404179.5373840986, 204365.7637202552 404411.1035622234, 204263.4724884094 404627.34555713355, 204073.51157837652 404823.2883487634, 203970.75964198235 404967.12315838825, 203834.00696415745 405158.55289448757, 203717.33038051403 405321.8989533563, 203567.148327374 405532.1583501321, 203432.1416572261 405721.1711088352, 203217.56071384196 405865.29446900025, 202986.89596955292 406020.2331804428, 202797.4307439821 406147.5114831799, 202572.90858578743 406298.3564821025, 202311.19142981723 406474.20154157706, 202157.38063004456 406582.56793939037, 201984.21152202008 406611.2365106014, 201739.84387700845 406643.9068997469, 201488.72287571625 406680.80958568386, 201238.218947072 406717.62430092617, 201036.01873183617 406887.8881243991, 200835.96000875352 407056.3403489116, 200630.34221725696 407229.50478365726, 200414.81732773327 407411.0226739186, 200272.40765687803 407642.25939610595, 200128.73970960104 407875.55603670806, 199888.73194971646 408019.8552389112, 199644.5596523648 408166.66532444535, 199422.8200910046 408300.0038175699, 199227.20574160042 408599.52282619476, 199113.48529739497 408887.4218069661, 198971.15185192935 409289.632280376, 198982.53218734564 409529.2873942097, 198995.61250218487 409804.7493490814, 198885.06344240266 409962.51820745243, 198816.0620600853 410060.9938758389, 198781.87333911515 410141.8439849723, 198694.24115852415 410556.76846032595, 198645.6595689462 410786.8382630898, 198574.4867789641 411011.66105322837, 198523.9649063868 411085.02543229295)"
17091.0,173/4,1,11.68,180.0,110.0,0.3504,0.4071,0.0,2024-01-01,2100/01/01,AUT,17011.0,17094.0,34.29460598986377,,,,,"LINESTRING (205424.27665292268 402598.34275805124, 205438.56499581356 402679.53559512366, 205427.64494973866 402796.99785737577, 205415.76327744042 402950.7338401079, 205271.38773858428 403151.49893049506, 205109.7844550997 403374.3053269342, 204932.4312145873 403622.8973510178, 204819.54197240496 403779.9094630594, 204686.51198317157 403964.9317716788, 204532.23741461936 404179.5373840986, 204365.7637202552 404411.1035622234, 204263.4724884094 404627.34555713355, 204073.51157837652 404823.2883487634, 203970.75964198235 404967.12315838825, 203834.00696415745 405158.55289448757, 203717.33038051403 405321.8989533563, 203567.148327374 405532.1583501321, 203432.1416572261 405721.1711088352, 203217.56071384196 405865.29446900025, 202986.89596955292 406020.2331804428, 202797.4307439821 406147.5114831799, 202572.90858578743 406298.3564821025, 202311.19142981723 406474.20154157706, 202157.38063004456 406582.56793939037, 201984.21152202008 406611.2365106014, 201739.84387700845 406643.9068997469, 201488.72287571625 406680.80958568386, 201238.218947072 406717.62430092617, 201036.01873183617 406887.8881243991, 200835.96000875352 407056.3403489116, 200630.34221725696 407229.50478365726, 200414.81732773327 407411.0226739186, 200272.40765687803 407642.25939610595, 200128.73970960104 407875.55603670806, 199888.73194971646 408019.8552389112, 199644.5596523648 408166.66532444535, 199422.8200910046 408300.0038175699, 199227.20574160042 408599.52282619476, 199113.48529739497 408887.4218069661, 198971.15185192935 409289.632280376, 198982.53218734564 409529.2873942097, 198995.61250218487 409804.7493490814, 198885.06344240266 409962.51820745243, 198816.0620600853 410060.9938758389, 198781.87333911515 410141.8439849723, 198694.24115852415 410556.76846032595, 198645.6595689462 410786.8382630898, 198574.4867789641 411011.66105322837, 198523.9649063868 411085.02543229295)"
18035.0,198/9,1,14.6,666.0,110.0,0.106,0.3987,0.0,2024-01-01,2100/01/01,AUT,18022.0,18023.0,126.89004216249594,,,,,"LINESTRING (137823.1967016079 402814.517811034, 137781.92500812782 402851.9710218779, 137472.860221094 403181.97795016627, 137463.23551737546 403613.5897484477, 137499.53725895577 403876.82331827655, 137491.78760739043 404295.86852382356, 141617.86460012323 414773.12103940337, 141805.11606805533 414908.6406794237, 142006.0968524685 415051.9240161714, 142183.35233599794 415179.5093230085, 142459.03964224388 415273.4042425747, 142687.70186108619 415353.8839592906, 142866.37764255994 415478.0421504398, 143027.30257482664 415593.0920341244, 143091.58974493825 415621.06097825867)"
