Bus,x,y
HR1-220,16.35844589999999,45.35731309090436
HR2-220,15.032780799999996,45.01686579065087
HR3-220,15.0984209,44.97969419062283
HR4-220,16.783384400000003,43.672951889596895
HU13-400,16.527067900000002,46.51951819172759
IT1-220,10.712113800000004,46.62116209179647
IT10-220,10.090247799999991,46.11484179144843
IT100-220,11.366105799999994,44.26636269007261
IT101-220,8.359481100000005,44.25046909006012
IT102-380,7.42326665542888,44.24868437231142
IT103-220,10.02766900000001,44.14617748997758
IT104-220,8.174941200000003,44.04043418989338
IT105-220,8.163754600000004,44.031153989886
IT106-220,8.087569999999998,43.97425118984045
IT107-220,8.069055200000003,43.9643321898325
IT108-220,8.058406500000002,43.958011689827416
IT109-220,8.042262199999998,43.94416248981635
IT11-220,11.045702199999996,46.0896590914308
IT110-220,7.867453900000002,43.87191318975819
IT111-220,7.850084899999998,43.87138878975775
IT112-220,7.818751799999999,43.86756038975464
IT113-220,7.793982100000004,43.86206248975023
IT115-220,10.916762848295932,43.2622630396026
IT116-220,10.8905729,43.23477558923537
IT117-220,13.474438299999994,42.85228058891289
IT118-380,13.4627135,42.84781748890908
IT119-380,12.715949700000008,42.62699128871999
IT12-220,13.303232700137126,46.08230774144818
IT120-380,14.120458623496168,42.33906929924513
IT121-380,14.1224002,42.32590438845883
IT122-380,12.446948299999995,42.181354888332095
IT123-380,12.523717649009772,42.05131665456088
IT124-380,15.4846216,41.46733458769393
IT125-380,14.839435699999989,41.17050178742284
IT126-220,14.3558166,41.04047358730304
IT127-380,15.665397096561373,41.02495150182229
IT128-220,14.3985245,40.96788888723591
IT129-220,14.358549700000005,40.84959328712608
IT13-380,8.733936492746906,46.069639712168495
IT130-220,14.771347100000009,40.70849808699448
IT131-380,8.571038999999997,40.606248386898656
IT132-380,8.58729550000001,40.59562758688867
IT133-220,17.496454450073905,40.59018063860866
IT134-380,16.267745699999992,40.51859728681619
IT135-220,16.02605061539139,39.96450862553312
IT136-380,16.200523799999992,39.78843718611972
IT137-220,16.339307999999996,39.64663688598248
IT138-380,15.787626399999994,38.2331469845853
IT139-380,15.799277299999988,38.22986968458198
IT14-220,9.537790699999997,46.06490619141335
IT140-380,15.5658283,38.21587538456789
IT141-380,15.0630771,37.28093388361947
IT142-380,14.737804400000003,37.23905998357661
IT143-380,14.71281,37.20020358353686
IT15-220,10.04736893935458,46.06071718818427
IT16-220,10.0272589,46.04869699140202
IT17-220,11.117751266854794,46.04304255437799
IT18-220,11.934609286179,46.031943946794826
IT19-380,13.133622899999994,46.01509979137839
IT2-220,11.362168000000004,46.4624827916887
IT20-220,9.457166899999995,45.99948179136737
IT21-380,13.139046500000005,45.9970519913656
IT23-380,10.3424642,45.96671759134422
IT24-380,10.337493300000002,45.954820491335816
IT25-380,10.339536100000007,45.93861179132429
IT26-380,10.346253320381155,45.92586644468105
IT27-220,10.843612532641258,45.92424948856539
IT28-380,10.352798499999992,45.91344399130646
IT29-220,12.680951387650238,45.91107665184399
IT3-380,9.298394199999995,46.32203769159238
IT30-220,10.875148970159469,45.89984591604834
