id;name;active;length;i_max;v_ref;r;x;c;comm;decomm;scenario;from_node;to_node;s_max;type;references;geometry
11029.0;145/6;1;34.72;600.0;110.0;0.1219;0.4005;0.0;2024-01-01;2100/01/01;AUT;11020.0;11015.0;114.31535329954589;;;LINESTRING (622643.3951921506 376469.532546034, 622594.4411164592 376394.1310840402, 622550.2800060511 376115.50327648065, 622776.7725560579 375892.26125203667, 622996.5317900202 375681.6624537608, 623196.5853379081 375481.59031815996, 623405.0727302918 375275.20491295424, 623618.8228498611 375064.86676627456, 623838.3543087228 374851.1077519881, 624095.0187055767 374669.4557718392, 624351.6712557708 374487.54703915276, 624587.0090835325 374319.06055043783, 624856.8255041719 374126.3640014158, 625129.2773330244 373936.5493800473, 625389.8842052069 373748.06154500623, 625512.5485009388 373450.3289585098, 625639.1619461598 373152.0714798481, 625762.8701636929 372856.17400728806, 625883.1692406083 372564.496672971, 626006.356481585 372278.6156859765, 626123.2237211663 372000.8913437301, 626236.4106429192 371708.1573230266, 626356.7041405431 371432.5371845994, 626469.8921321202 371165.3433485274, 626578.8596032427 370901.3033582612, 626690.9949350678 370633.5832601842, 626567.7874889574 370361.9223524327, 626436.9415799736 370075.2563157092, 626313.9951107486 369791.2217971124, 626198.1608262508 369536.6700513007, 626075.4733719608 369263.4287448941, 625972.0113472696 369033.8813257249, 625844.8550336233 368754.5796495633, 625732.1773354947 368445.01689419616, 625622.6525708801 368137.54617599904, 625530.7729057716 367879.57901552186, 625425.7291104038 367596.3301843903, 625324.6280045502 367310.4539575682, 625219.3177197645 367029.8354312767, 625119.5379933583 366756.859985471, 625017.3873780977 366455.71319176705, 624916.2959363866 366177.9985080098, 624813.0906706906 365884.2231411684, 624713.8351845617 365616.5035870281, 624720.9376328315 365344.0426540036, 624728.2963677949 365043.9535756255, 624737.4946743973 364745.95887436, 624745.3852897324 364457.17892487865, 624751.4281975043 364174.4567576566, 624759.0539776653 363890.41586640093, 624766.4097941297 363609.26754868863, 624772.8277403588 363341.5632722632, 624781.7656472088 363034.2276661118, 624788.8624736891 362775.3801466155, 624814.1598412202 362496.2950793631, 624835.9019698735 362248.5717648416, 624858.700770761 361983.3161966179, 624888.2141454687 361661.4615745893, 624911.7220409259 361389.4265899243, 624936.9990599456 361111.0529244676, 624963.5522456991 360809.80577573436, 625101.3455551999 360552.7968060726, 625248.1485658574 360275.9150130321, 625373.4949973003 360042.97129194636, 625496.8480139043 359809.17516949784, 625644.4551775887 359532.0435365943, 625795.7888805382 359246.7941249299, 625876.4861245202 358957.21988744807, 625954.4231389314 358674.24735131196, 626035.5354380138 358383.7119673452, 626123.8620858707 358064.68136927835, 626201.7506761731 357783.3110744757, 626277.2887031627 357514.0744976306, 626354.5439651824 357234.29416967457, 626419.8835375458 356996.5100980698, 626320.2122824772 356812.08914511057, 626138.9883576165 356616.43742244446, 625942.0114395487 356403.79505200713, 625761.6452469511 356209.1007442737, 625585.4487543604 356018.9315398008, 625428.7809514095 355849.8333947509, 625263.9723764856 355671.96539839753, 625038.5014750452 355632.94858130557, 624780.7728500944 355588.3636243261, 624512.8174613733 355542.0220582263, 624179.1003288655 355484.33140476275, 623844.84905824 355426.5617552051, 623608.0992326052 355469.6405104782, 623329.247780395 355520.4003561496, 623046.0013633175 355571.9747437715, 622747.1649270188 355626.3998167929, 622487.7586999846 355673.6617832414, 622230.055963672 355720.6209741598, 621985.4714570446 355543.51621470274, 621725.2464911165 355355.0912985772, 621509.3856687004 355198.81585823436, 621271.4480482724 355026.56267565174, 621026.4369474902 354849.20583702263, 620566.6230710003 354713.67923583556, 620355.455505557 354651.44452946226, 620199.6149279957 354417.2620821633, 620043.6394601071 354182.8901465781, 619896.3194272415 353961.52358626615, 619745.9137032796 353735.54213017976, 619594.1350635141 353507.5231725678, 619457.6820648734 353302.5322003757, 619283.615431703 353041.0415096261, 619106.2991281715 352774.698288842, 618928.5990895405 352507.8018489963, 618823.1368948489 352249.4365774608, 618722.042930383 352001.8006097051, 618626.7134748439 351768.29288236157, 618528.7154458597 351528.25558250444, 618521.7746085305 351511.2546298473, 618415.8005992052 351251.7114021874, 618320.927566228 351019.349718422, 618219.6991729398 350771.45217272744, 618111.6817088617 350506.9466198366, 617897.4724807958 350299.1159842293, 617707.5278423128 350114.20771387435, 617508.587828235 349919.58855228126, 617303.4279064281 349721.5785394404, 617309.0002030027 349672.09331200394)
11032.0;145/9;1;12.07;300.0;110.0;0.272;0.4061;0.0;2024-01-01;2100/01/01;AUT;11015.0;11017.0;57.157676649772945;;;LINESTRING (617333.3179203784 349619.59419994015, 617321.7011137248 349558.5893997524, 617291.9859362479 349257.77832194977, 617262.0558812097 348954.83548299724, 617231.1805674147 348642.3050374021, 617197.9157006507 348305.6429347775, 617159.731198184 347975.99595127633, 617136.6635025133 347729.9915374773, 617111.689282717 347468.0695032796, 617087.7038417556 347207.5296590567, 617062.2864902052 346933.25830909936, 617035.8455537979 346654.02290079126, 617104.0226750174 346267.40406106005, 617127.5733911274 346138.2167609373, 617090.1331414497 345907.4219261955, 617049.4704230174 345653.577177905, 616804.583419286 345485.9840133888, 616769.8129111363 345176.44023947726, 616732.0756101906 344858.39160630794, 616696.9605872738 344536.36909200036, 616661.5437316056 344239.70339789806, 616633.1380018968 343990.5710815466, 616525.5026708088 343784.2357765878, 616407.6912972048 343558.4020317967, 616427.6624579637 343309.4950727921, 616450.1475795524 343029.3628137703, 616472.57865327 342749.9070011582, 616494.7380803559 342473.744275851, 616433.0621304512 342229.50207343925, 616370.5021996312 341981.7808277784, 616303.5109761477 341716.54944493977, 616246.522531006 341490.92004408344, 615981.6999062481 341354.7800802103, 615711.2572162821 341215.7673888077, 615441.0194423861 341076.86394900543, 615177.2974550725 340941.33521189634, 614890.3425473708 340793.88744643977, 614591.4597682346 340640.32770072843, 614328.7767015949 340505.3874225908, 614039.6505146781 340484.51669102994, 613717.255635456 340461.2689876233, 613397.3516545339 340438.2065755413, 613103.7522963878 340417.0648443138, 612831.19563338 340397.57282582176, 612806.9034235984 340397.0664764636)
11033.0;127/6;1;19.31;300.0;110.0;0.272;0.4061;0.0;2024-01-01;2100/01/01;AUT;11015.0;11019.0;57.157676649772945;;;LINESTRING (617247.2055425325 349671.1560880368, 617243.9662902433 349726.7117289182, 617266.0294130929 349962.79188948777, 617289.7184120528 350229.3947885347, 617312.6993542165 350488.0757414976, 617337.617893473 350768.6481277064, 617362.949574344 351053.81791521853, 617384.1542847086 351292.52701854246, 617502.3999261884 351466.5341511159, 617589.8947410064 351595.2930858219, 617701.3690948196 351759.3575013737, 617769.7126616947 351985.14799290657, 617842.5585984462 352225.8079196279, 617903.5584863641 352427.3297561009, 617962.8667819464 352623.26267208706, 617896.2469737972 352842.58670845465, 617831.6034082352 353055.4448727592, 617762.5178815825 353282.90896314336, 617695.6166547412 353503.2142155436, 617629.3525838088 353721.40825173224, 617546.6824406848 353993.6375962735, 617544.5127552962 354230.619840589, 617542.6887803067 354429.93579025316, 617540.9051488494 354624.22640462086, 617590.6315551552 354890.8351557168, 617635.4744995446 355131.22948251176, 617683.7071832042 355389.8437138603, 617722.7984939697 355599.465535829, 617768.8217788632 355846.2440709648, 617809.4928142584 356064.34388423717, 617846.564327632 356263.1380654418, 617885.1165761097 356469.90565877437, 617924.649805324 356681.914644807, 618064.3657051313 356865.0606990634, 618204.9998781984 357049.43433453987, 618343.6111235735 357231.15666970296, 618492.3643793606 357426.1922229306, 618631.4214876277 357608.5168324944, 618776.3379008834 357798.53585210314, 618927.1993598964 357996.36415356776, 618906.5437373589 358225.5561300157, 618886.5264415944 358447.5984965393, 618712.3425402825 358613.32251030783, 618552.9612578815 358764.9748624401, 618368.3258273387 358940.6642019087, 618170.9886102095 359128.445351594, 617992.6571408166 359298.16188240785, 617810.7626265404 359471.27739198133, 617732.6003937864 359715.1647920582, 617655.9644039636 359954.2715391462, 617575.6170962799 360205.00863117835, 617500.579091005 360439.18245346675, 617411.1336596508 360718.3124293246, 617336.5459239534 360951.09212759574, 617262.9162762458 361180.8828720963, 617183.8360031317 361427.71176397905, 617119.7984350785 361627.5737093651, 617044.3670210199 361863.02770209784, 616992.4978290622 362024.925583913, 616928.6606260312 362224.19603826344, 616851.5194138837 362465.005385915, 616771.855428289 362713.68569821364, 616703.3329884405 362927.6329025365, 616664.3201766489 363181.7342004697, 616626.2768455877 363429.5543848129, 616590.0738926786 363665.3534627242, 616555.8272134259 363888.4461443043, 616523.5673619803 364098.6111006751, 616490.7310846121 364312.5362705147, 616458.2855309756 364523.9291347915, 616423.2201920226 364752.37504101795, 616385.2448635027 364999.7984822727, 616346.9232181581 365249.4892642239, 616305.9320821848 365516.58723727916, 616267.6079809446 365766.27830740775, 616228.7564955556 366019.453431135, 616184.854460368 366305.54055266565, 616149.7596568232 366534.1978783433, 616111.7529519373 366781.921741723, 616077.4105501466 367005.69135233515, 616042.619767911 367232.43630983704, 616001.6524996187 367499.45887468196, 615968.6796178484 367713.97061071394)
11034.0;127/5;1;12.9;300.0;110.0;0.272;0.4061;0.0;2024-01-01;2100/01/01;AUT;11019.0;11020.0;57.157676649772945;;;LINESTRING (615968.6796178484 367713.97061071394, 616089.0080938488 367913.32820462994, 616214.8892240738 368121.9117697403, 616324.5856993393 368303.6799407131, 616463.3372595739 368533.5946677006, 616575.4122448026 368719.32577341626, 616682.7638290296 368897.22292564344, 616733.2205479535 369172.8210216681, 616773.567157549 369393.16361345636, 616821.6924529115 369656.0320662629, 616860.8890318412 369870.12751693686, 616891.701900451 370038.41693109577, 616939.8344269313 370301.3650128083, 616978.7821778256 370514.1179578919, 617024.9315229895 370766.25076902774, 617074.6610270065 371037.92302868667, 617027.7740264467 371282.8683051627, 617012.0718949522 371364.90417980484, 616987.8169476059 371491.6242891506, 616942.3617587695 371730.1613009661, 616891.1726968545 371998.73766929604, 616846.9712664669 372227.47896775114, 616810.7654232173 372416.7558365262, 616760.9609229638 372677.0096340455, 616880.3255124274 372889.9105836981, 616994.2999156438 373093.19575053285, 617125.2703063863 373326.8157659264, 617233.3485583597 373519.6125427852, 617364.7262295269 373753.9766131887, 617477.940887548 373955.9655240543, 617609.1704773913 374190.09684947436, 617735.3089342861 374415.14597156405, 617846.9170230908 374626.2588816463, 617966.1969272315 374851.9050892176, 618074.6030515636 375056.9766402139, 618201.9339994872 375297.86300460994, 618326.2530792725 375533.0800314751, 622638.9946640923 376481.5556076524)
16008.0;136/5;1;7.21;625.0;110.0;0.1154;0.3999;0.0;2024-01-01;2100/01/01;AUT;16006.0;16098.0;119.0784930203603;;;LINESTRING (579999.1925705706 359725.61621702934, 579936.1833105008 359714.35483183374, 579915.9928782097 359731.2516767294, 579802.2838910109 359708.0612006027, 579606.4258507865 359754.9791746644, 579353.2775921306 359814.87256656116, 579137.5198465078 359866.21580356103, 578960.0085072989 359928.52227910905, 578741.5349669622 360042.24126796605, 578338.5234472177 360027.14658098365, 578146.2669853806 360019.4495926629, 577838.1270531218 360007.3205399922, 577528.7222801454 359995.84782523516, 577284.1334998776 359986.7939967995, 577058.2635151178 359977.944986472, 576857.4656081407 360019.9462001907, 576530.3633088702 360088.3733225429, 576275.842315248 360141.62952095916, 575999.677656494 360199.2989573328, 575736.1912532018 360254.76803235844, 575543.2863155096 360295.2027783344, 575354.7853508552 360333.3729727695, 575044.6179628439 360399.460505211, 574598.2704331842 360491.5761015997, 574473.033589945 360562.3227231269, 574217.0069961854 360703.02598139, 573930.0789771772 360774.62726518256, 573666.7440717311 360946.81537594344, 573506.0478033673 361054.097159654, 573262.3274955961 361214.0151999714, 573138.6948763581 361304.38290567737)
16016.0;133/7;1;5.96;2322.0;110.0;0.0199;0.2814;0.0;2024-01-01;2100/01/01;AUT;16028.0;16030.0;442.4004172692426;;;LINESTRING (563801.2282620772 336697.32168812794, 563772.2315040161 336717.6555294013, 563760.2581675616 336886.50732444116, 563764.7514731126 337061.8957699408, 563766.6546890135 337217.4114678425, 563498.5322387698 337094.16834651853, 563212.5071607365 336962.739766162, 562991.3465492952 336860.6261864847, 562766.7385099279 336757.54806417134, 562694.0503947614 336520.92974852916, 562589.093413855 336176.03882653854, 562338.6003766173 336062.87309768156, 561837.3730632317 335832.3761828006, 561531.2855589002 335692.64560322766, 561220.9291786663 335550.7805477473, 560950.8732168177 335427.1034361881, 560648.6153674896 335479.47322432615, 560049.192784531 335583.3844629321, 559720.7380844147 335640.05235960585, 559390.7052323581 335697.0182808352, 559390.6886923962 335943.28782648826, 559319.8150400799 335983.02936223504)
16025.0;135/9;1;9.48;44.0;110.0;0.4537;0.4073;0.0;2024-01-01;2100/01/01;AUT;16114.0;16026.0;8.383125908633366;;;LINESTRING (563957.8514004208 336571.12206928554, 564160.8133438654 336719.69152085896, 564296.7614324099 336790.3454883272, 564405.3491685456 336671.42578916723, 564477.2992375259 336670.27608497126, 564554.322400223 336616.2239278897, 564843.3016138964 336469.4035829698, 565129.4566633325 336324.38608426857, 565368.6379126947 336203.53143189626, 565583.563804012 336095.0610395599, 565797.5939047183 335985.6726006064, 565998.2266558604 335883.13205600367, 566221.2569326613 335994.63886687486, 566441.047609117 336104.5401388324, 566675.1601262497 336221.6124478763, 566971.4772484108 336369.60967881954, 567198.3556584135 336478.51657101733, 567400.7893856349 336582.5946668687, 567610.7753150306 336689.6174718463, 567787.2262644802 336777.8979547234, 568064.3264306501 336807.75416242477, 568294.6552070031 336832.581275165, 568587.2843972966 336864.1484492458, 568835.3232445632 336890.9015565639, 569119.8807262443 336921.6203591866, 569340.813347189 336945.47530687455, 569602.381792966 336973.72592512425, 569842.6192590403 336999.68667655654, 570176.0171895012 336934.32666984864, 570513.7712941102 336873.5690539239, 570784.126864417 336819.8265998977, 571042.0093097945 336769.4386945522, 571336.6867223815 336711.8648037167, 571596.1312591811 336664.21435471467, 571884.3109604535 336775.35720256227, 572149.8430915567 336879.6744568564, 572462.356848753 337006.1961708304, 572733.4869021259 337108.1014289685, 572785.3624590815 337124.96872308553)
16009.0;122/5;1;37.84;535.0;110.0;0.1421;0.4021;0.0;2024-01-01;2100/01/01;AUT;16055.0;13036.0;101.93119002542842;;;LINESTRING (604870.3310600561 426729.45241170074, 604805.3454430918 426670.00531273196, 604776.3091790336 426510.6807337122, 604730.739961195 426260.6577304721, 604685.2349410221 426011.02687224373, 604646.0801978287 425796.19643015583, 604599.4147053171 425540.2312391074, 604552.3988573033 425282.34152034053, 604378.4987415522 425193.2141947343, 604143.337498635 425070.1633236709, 603935.7241579152 424964.74505434715, 603716.8647707629 424852.8138875902, 603516.0328069984 424749.32722325786, 603319.8609909909 424647.2445884634, 603121.1093550451 424545.5238728871, 603043.3820531333 424330.26567983924, 602964.7314661266 424112.4410259781, 602899.1245635425 423930.77099041815, 602828.3553399022 423734.78717420436, 602758.2797317798 423540.741444627, 602688.2026381197 423345.29545229574, 602605.6020304561 423116.0290303373, 602553.2174045931 422972.98086737556, 602484.6220303696 422782.24930928735, 602411.7609647561 422579.64896179875, 602354.0679729381 422418.9025038168, 602285.8278007867 422228.7868282684, 602223.5306518145 422057.38394894614, 602159.6521283062 421881.63433254807, 602096.2650903132 421706.7589693935, 602036.4543979568 421541.7505172282, 601961.3202484703 421331.1270231787, 601797.8373205764 421253.9091646713, 601598.6987120184 421159.7060589296, 601415.5399062779 421073.2232527536, 601247.8520509396 420993.7854973818, 601091.4619360934 420919.7685751817, 600896.1482533844 420827.33457289584, 600721.9723061321 420744.98678864073, 600565.8664339464 420671.51690483856, 600370.382148324 420578.5614288941, 600177.0157171945 420487.44246721815, 600028.8670517675 420417.3407636327, 599992.2264463888 420301.9271847397, 599941.0816455948 420143.4678188811, 599900.414018549 420015.8395776334, 599841.1526159376 419832.8483597234, 599766.1303689722 419602.9660110633, 599724.3879655428 419468.0627934222, 599679.9781515914 419329.9993638948, 599624.1377611915 419156.4252777071, 599571.0103425431 418990.89617489773, 599519.3873444216 418830.0788362011, 599483.1266650034 418716.9845637012, 599423.6442841819 418531.4780695057, 599239.7079108278 418428.34862538613, 599061.5737371235 418328.814833841, 598882.1292642625 418228.07438602264, 598768.0603571526 418164.11655538494, 598564.91271805 418126.1586906415, 598356.2855235751 418085.4641129132, 598240.4343601452 418064.0497808221, 598041.5120233854 418025.2417202957, 597834.3809807431 417985.69548333116, 597626.7322660702 417946.05021044804, 597459.8361291172 418012.86020778015, 597280.2627885706 418085.45225385006, 597105.8784745038 418154.9996767878, 596934.5486865232 418224.1546988079, 596760.2168881849 418294.63699200755, 596589.9927065241 418362.91607044527, 596422.7002724424 418430.4200073325, 596250.0469170068 418499.6613181927, 596075.3802368883 418569.8965157942, 595934.9003647383 418661.03395785275, 595786.4715626263 418757.3685794915, 595641.0725370327 418852.707334303, 595501.393238385 418943.24773275666, 595338.7573778445 419049.3045434599, 595215.1420091153 419129.9240191621, 595035.1082947766 419093.57271283306, 594865.2439096305 419059.40118927154, 594686.413062681 419024.0572950722, 594506.8278565495 418986.93675053667, 594329.8169161647 418951.6756431639, 594157.9976286197 418917.09295714647, 594010.5431698044 418888.617996345, 593823.7491413329 418849.95597342856, 593647.3551773897 418814.6918209129, 593467.7576320051 418778.29274814355, 593265.368615133 418738.0648024689, 593114.1267747962 418707.7526563286, 592964.7630174245 418677.42866903485, 592808.6832336949 418646.05284816405, 592615.5896466904 418703.90504509927, 592422.9876910336 418761.7908227766, 592252.0357367876 418813.04453834303, 592084.2874732702 418863.6523020182, 591958.3893568583 418902.3729147793, 591827.1224000766 418941.23126903275, 591663.7238271612 418990.53692236956, 591467.0821385 419048.48791626707, 591315.1392263083 419093.79711212445, 591166.1016677828 419139.04957762244, 590987.2072723384 419192.8487539209, 590744.011642186 419265.91590710205, 590565.6354747852 419319.7558043025, 590360.028116458 419381.6878483682, 590235.9903182664 419418.50383705087, 589935.5507706329 419508.2779813879, 589784.4795393518 419494.026514628, 589573.6004122486 419474.14569049055, 589431.8996888825 419460.7969018014, 589258.5377616758 419444.46848040354, 589074.0124169993 419427.0833044208, 588992.0304784653 419292.0080490393, 588910.5519091396 419158.9075795691, 588829.5372485736 419024.58903108316, 588731.6789534931 418863.7266017084, 588664.450990662 418752.50981344224, 588567.3553123577 418591.8990052126, 588186.4859342118 417868.9600691158, 588024.3855084049 417700.1723404238, 587912.8990246276 417517.25938361266, 587714.3906789938 417461.22686398873, 587540.7385857169 417408.467603841, 587327.7421186338 417482.2133370229, 587154.508171703 417375.0230002488, 587023.3584777571 417293.8828882947, 586895.9651416754 417215.0566780811, 586766.2461063339 417134.8023675978, 586636.9434381723 417054.82012699125, 586519.6985458225 416982.28705437493, 586338.3330693789 416870.10299552244, 586186.164051546 416775.98001406295, 586033.0068368502 416681.3404244684, 585870.6623018248 416579.46271277504, 585707.6222943756 416479.4246838537, 585545.7160235171 416379.7387576594, 585383.3416480164 416279.7090604365, 585218.7308394156 416177.95629863796, 584987.8082631789 416142.62956876605, 584833.9949597048 416119.99551781965, 584688.1791640004 416098.55037800386, 584538.568609535 416076.5331783621, 584350.7734885776 416048.9118349834, 584171.4859408183 416022.5543295632, 583995.0629413628 415937.40067574964, 583847.0055790243 415865.82148398994, 583697.618937014 415793.6039104719, 583557.586472558 415725.80954785633, 583416.2809844154 415657.9898273845, 583243.8110353672 415574.87404477695, 583075.5367497315 415493.7741989381, 582920.8777550833 415415.25154000334, 582768.7831316093 415345.2533550123, 582610.5587047653 415268.92954641447, 582439.1154206737 415187.6384358592, 582225.4729156177 415168.6319492594, 582111.3500896799 415158.39267675637, 581892.9665257633 415139.21736764006, 581713.7242493042 415123.3573041809, 581528.3978857766 415107.01361139014, 581343.5870277842 415090.51390145236, 581194.9724119704 414949.6428459398, 581051.113856309 414809.64590397995, 580924.2073771151 414686.14543175744, 580766.3037411564 414532.49987456633, 580619.5628656377 414389.71195221477, 580460.7162011379 414235.15651691676, 580331.287372305 414109.2345797276, 580187.5480787721 413969.3975131632, 580042.9329493389 413828.71439933375, 579894.801134996 413819.2292537251, 579682.7886431919 413805.6718395635, 579492.8820454056 413793.5345605192, 579324.2935873007 413782.75773607375, 579160.1557925806 413772.2778298712, 578987.5350254197 413761.26489876665, 578890.8979972793 413694.5361714293, 578728.8118150453 413582.6416772148, 578579.3162478688 413479.4316536644, 578377.8606578284 413339.8136598858, 578210.5863236429 413224.0175175552, 578021.5633842174 413092.03016426787, 577737.0010905345 413014.9781770448, 577508.2622659502 412947.0733488492, 577291.3321001505 412888.97614057123, 577107.0646487254 412836.67978307453, 576865.3437523531 412768.79664996144, 576654.0879877221 412709.4829126079, 576500.950403595 412669.7440319202, 576306.4983158438 412640.4614704507, 576103.4540757444 412614.6740141445, 575907.4379221542 412589.77220416133, 575708.9843563623 412564.5814050396, 575509.2105049118 412539.2243440973, 575344.5221226878 412518.32843048545, 575283.961760792 412507.9178741227)
16010.0;136/7;1;9.0;720.0;110.0;0.0955;0.3971;0.0;2024-01-01;2100/01/01;AUT;16008.0;16090.0;137.17842395945507;;;LINESTRING (581609.3213903646 357344.3380892827, 581701.9629057151 357473.7902669275, 581909.8673341911 357597.4767158255, 582154.3175600297 357660.65399875055, 582417.8479422082 357732.1144228218, 582687.9598250517 357803.70153163094, 582970.7412592274 357877.4284699616, 583192.9188273873 358061.847444942, 583398.5651018851 358232.6743358835, 583558.1827722833 358366.0510988219, 583798.0160973363 358340.478861249, 583918.6195496949 358441.4172113143, 584096.7369763195 358590.4298656949, 584361.4231295376 358812.0692701251, 584619.7375503604 359030.47521274816, 584843.1195709849 359221.2127647625, 585081.4270642413 359143.2517638386, 585330.1822052988 359061.1249405553, 585529.0615759629 358995.26461824507, 585701.7707726886 358937.02696453454, 585886.3086482657 359077.5466785798, 586095.861824033 359237.2970432644, 586354.7612818034 359435.3960413263, 586282.1657975218 359756.11025796295, 586236.6590321928 359957.1128956814, 586156.3701211405 360307.1852727195, 586355.9943521114 360698.8946831621, 586480.2406867748 360944.64433279366, 586664.1220938188 361308.39210725017, 586613.9180586278 361592.24969435734, 586564.1592483605 361875.83259035426, 586513.2350555055 362159.67918919574, 586465.7310238938 362427.63345103315, 586422.8387548437 362678.22073605447)
16011.0;133/5;1;4.55;920.0;110.0;0.0688;0.3896;0.0;2024-01-01;2100/01/01;AUT;16008.0;16006.0;175.28354172597037;;;LINESTRING (581553.7355491407 357350.20057306625, 581532.4514980629 357293.58387209236, 581228.7754502872 357206.2210207033, 580991.7212371073 357332.94471916475, 580765.6066164323 357456.8881360349, 580669.084385301 357409.924549674, 580586.7198951886 357444.25303052115, 580347.6226720687 357495.975168412, 580012.8344038913 357565.92555258423, 579821.2662945156 357772.2818605421, 579608.7196465514 358002.2561443191, 579458.8940712452 358163.649912528, 579368.820843389 358406.79664528224, 579283.3727937089 358636.6200077271, 579208.0493016718 358838.98783960886, 579134.3584256903 359036.7472187131, 579355.832761612 359231.4610782024, 579579.2701574528 359429.79039942194, 579801.8102212129 359627.4341891837, 579965.9487397291 359674.71148655436, 580007.3894307519 359708.73186437256)
16012.0;133/6;1;4.55;920.0;110.0;0.0688;0.3896;0.0;2024-01-01;2100/01/01;AUT;16008.0;16006.0;175.28354172597037;;;LINESTRING (580011.4147105513 359700.44868596963, 579965.9487397291 359674.71148655436, 579801.8102212129 359627.4341891837, 579579.2701574528 359429.79039942194, 579355.832761612 359231.4610782024, 579134.3584256903 359036.7472187131, 579208.0493016718 358838.98783960886, 579283.3727937089 358636.6200077271, 579368.820843389 358406.79664528224, 579458.8940712452 358163.649912528, 579608.7196465514 358002.2561443191, 579821.2662945156 357772.2818605421, 580012.8344038913 357565.92555258423, 580347.6226720687 357495.975168412, 580586.7198951886 357444.25303052115, 580669.084385301 357409.924549674, 580765.6066164323 357456.8881360349, 580991.7212371073 357332.94471916475, 581228.7754502872 357206.2210207033, 581532.4514980629 357293.58387209236, 581576.4857140845 357337.1570530022)
16013.0;137/3;1;12.68;440.0;110.0;0.1846;0.4041;0.0;2024-01-01;2100/01/01;AUT;16006.0;16005.0;83.83125908633365;;;LINESTRING (579971.4083727344 359780.4416353748, 579915.9928782097 359731.2516767294, 579706.7603583292 359753.2190336104, 579479.2241066585 359994.2254222544, 579249.1259009629 360237.975337666, 579067.0150647627 360430.9084460268, 578922.4535503864 360584.0564918906, 578769.6659239163 360745.9427348064, 578554.4996396564 360973.9257895308, 578333.8073488416 361207.77565028274, 578103.7328131918 361451.60167172604, 577864.4438900248 361705.1986902315, 577642.0427481402 361940.9116041205, 577423.3032681614 362186.64944239974, 577210.0783504249 362426.2116865359, 577015.4083421213 362644.93417184945, 576835.1590717334 362847.47233388986, 576628.4350746479 363079.76623521233, 576432.2772082969 363300.20789181616, 576262.6644702347 363490.8277260174, 576082.6787409331 363693.1173885259, 575930.4015166966 363864.28330078203, 575773.5773963504 364167.1750410374, 575628.002664885 364448.36814636, 575481.3316511713 364731.6777959129, 575344.5463553236 364995.91580791026, 575327.3594262896 365029.1188492002, 575192.9218387291 365288.83579815854, 575057.4567296312 365550.5617385368, 574903.7525000365 365847.54064169986, 574773.6771746514 366098.8806781036, 574614.7656384063 366405.9523890201, 574701.4128261852 366657.345890796, 574777.6794161166 366878.6237681714, 574874.1893084962 367158.64336946764, 574965.9855447133 367425.0045416265, 575063.2932297144 367707.3754063868, 575016.2086134981 367919.64655608806, 574949.9202683608 368218.4746352864, 574892.4576193715 368477.5376699333, 574816.9768502882 368817.8451980853, 574650.0680533677 369124.2881545601, 574485.5079909395 369426.4464109864, 574329.8189023919 369712.3266105381, 574242.2006068681 369873.224931237, 574194.3350057784 369961.126470101, 574074.5293631756 370024.83165999426)
16014.0;137/4;1;12.69;440.0;110.0;0.1846;0.4041;0.0;2024-01-01;2100/01/01;AUT;16006.0;16005.0;83.83125908633365;;;LINESTRING (574074.5293631756 370024.83165999426, 574194.3350057784 369961.126470101, 574242.2006068681 369873.224931237, 574329.8189023919 369712.3266105381, 574485.5079909395 369426.4464109864, 574650.0680533677 369124.2881545601, 574816.9768502882 368817.8451980853, 574892.4576193715 368477.5376699333, 574949.9202683608 368218.4746352864, 575016.2086134981 367919.64655608806, 575063.2932297144 367707.3754063868, 574965.9855447133 367425.0045416265, 574874.1893084962 367158.64336946764, 574777.6794161166 366878.6237681714, 574701.4128261852 366657.345890796, 574614.7656384063 366405.9523890201, 574773.6771746514 366098.8806781036, 574903.7525000365 365847.54064169986, 575057.4567296312 365550.5617385368, 575192.9218387291 365288.83579815854, 575327.3594262896 365029.1188492002, 575481.3316511713 364731.6777959129, 575628.002664885 364448.36814636, 575773.5773963504 364167.1750410374, 575930.4015166966 363864.28330078203, 576082.6787409331 363693.1173885259, 576262.6644702347 363490.8277260174, 576432.2772082969 363300.20789181616, 576628.4350746479 363079.76623521233, 576835.1590717334 362847.47233388986, 577015.4083421213 362644.93417184945, 577210.0783504249 362426.2116865359, 577423.3032681614 362186.64944239974, 577642.0427481402 361940.9116041205, 577864.4438900248 361705.1986902315, 578103.7328131918 361451.60167172604, 578333.8073488416 361207.77565028274, 578554.4996396564 360973.9257895308, 578769.6659239163 360745.9427348064, 578922.4535503864 360584.0564918906, 579067.0150647627 360430.9084460268, 579249.1259009629 360237.975337666, 579479.2241066585 359994.2254222544, 579706.7603583292 359753.2190336104, 579915.9928782097 359731.2516767294, 579960.7633175242 359798.7079648112)
